nom,activites,adresse,code_postal,ville,departement,telephone_1,telephone_2,has_email_form,site_web,horaires,moyens_paiement,prestations,produits,zone_intervention,description,siren,siret,code_naf,date_creation,effectif,type_etablissement,note_pj,nb_avis_pj,url_pagesjaunes,date_extraction
Société De Plomberie Sanitaire Caraibes SOC,Plombiers,Ravine Touza 97233 Schoelcher,97233,Schoelcher,972,0696805817,0696019872,non,,Lundi: 07h30 - 15h30 | Mardi: 07h30 - 15h30 | Mercredi: 07h30 - 15h30 | Jeudi: 07h30 - 15h30 | Vendredi: 07h30 - 15h30 | Samedi: Fermé | Dimanche: Fermé,,installateur de cabine de douche | plomberie de salle de bain | installation de sanitaire | rénovation de salle de bain | rénovation de sanitaire | plomberie industrielle | détection de fuite d'eau | inspection vidéo de canalisation,ballon d'eau chaude,,,802806968,80280696800011,4322A,5 juin 2014,3 à 5 salariés,Siège,5,,https://www.pagesjaunes.fr/pros/55721185,2026-01-25
VCL Plomberie,Plombiers,15 lotissement Girard Ravine Vilaine 97200 Fort de France,97200,Fort de France,972,0596550857,0596722722,non,,Lundi: 07h30 - 15h30 | Mardi: 07h30 - 15h30 | Mercredi: 07h30 - 15h30 | Jeudi: 07h30 - 15h30 | Vendredi: 07h30 - 13h00 | Samedi: Fermé | Dimanche: Fermé,,réparation de fuite | chemisage de canalisation | détection de fuite d'eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie de salle de bain | rénovation de salle de bain | installation de sanitaire | rénovation de sanitaire | plomberie industrielle | curage de wc | débouchage de canalisation | entretien de canalisation | entretien de sanitaire | entretien de wc de chantier,ballon d'eau chaude | chauffe-eau thermodynamique | plomberie de sanitaire | cabine de douche | douche à l'italienne | baignoire | robinetterie | wc,,,789631181,78963118100029,4322A,3 décembre 2012,1 à 2 salariés,Siège,5,,https://www.pagesjaunes.fr/pros/54299570,2026-01-25
Plomb' Assistance,Plombiers | Entreprises de couverture,Jeanne d'Arc 72 lotissement Les Flibustiers 97232 Le Lamentin,97232,Le Lamentin,972,0696452551,0696746740,oui,,Lundi: 07h00 - 18h00 | Mardi: 07h00 - 18h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 18h00 | Vendredi: 07h00 - 17h00 | Samedi: 08h00 - 15h30 | Dimanche: Fermé,"Virement bancaire, Chèque, Espèces, CB",,,,,494923246,49492324600016,4322A,1 octobre 2006,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/07906924,2026-01-25
Plomberie Etudes Et Services,Plombiers,104 quartier Gondeau 97232 Le Lamentin,97232,Le Lamentin,972,0696510894,0696452551,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,533765293,53376529300014,4322A,22 août 2011,,Siège,,,https://www.pagesjaunes.fr/pros/53541159,2026-01-25
Benoit Multiservices,"Plombiers | Dépannage plomberie | Vente, installation de salles de bain",Acajou Prolongé 90 impasse Christophine 97232 Le Lamentin,97232,Le Lamentin,972,0696746740,0696452551,oui,,,,installation de sanitaire | rénovation de salle de bain | détection de fuite d'eau | entretien de sanitaire | entretien de chauffe-eau | réparation d'émail de sanitaire | fuite d'eau | changement de chauffe-eau | réparation de chauffe-eau | plomberie industrielle | dépannage de sanitaire | entretien de ballon d'eau chaude | entretien de robinetterie | fuite de robinet | fuite de wc,plomberie de sanitaire | ballon d'eau chaude | baignoire | cabine de douche | douche à l'italienne | robinetterie | wc | chauffe-eau thermodynamique,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53343439,2026-01-25
Manuel Clérima,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
Singamalum Entreprise,Plombiers,quartier Morne Poirier 97220 La Trinité,97220,La Trinité,972,0696849357,0596583264,non,,,"Espèces, Chèque, Virement bancaire",,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/52516343,2026-01-25
Plombrival,Plombiers,quartier Cap Bois Neuf 97290 Le Marin,97290,Le Marin,972,0596533603,0696703876,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/52755789,2026-01-25
Plomberie Dépannage,Plombiers,quartier Bareto 97227 Sainte Anne,97227,Sainte Anne,972,0696251150,0338149222,non,,Lundi: 07h00 - 20h00 | Mardi: 07h00 - 20h00 | Mercredi: 07h00 - 20h00 | Jeudi: 07h00 - 20h00 | Vendredi: 07h00 - 20h00 | Samedi: 07h00 - 20h00 | Dimanche: Fermé,,,,,,428266662,42826666200025,4322A,,,Siège,5,,https://www.pagesjaunes.fr/pros/08633961,2026-01-25
TBP Plomberie,Plombiers,quartier Morne Blanc 97223 Le Diamant,97223,Le Diamant,972,0696401532,0680084703,non,,,,,,,,483312641,48331264100010,4391B,5 juillet 2005,,Siège,,,https://www.pagesjaunes.fr/pros/09695473,2026-01-25
JLK PLOMBERIE ET RENOVATION,Plombiers | Dépannage plomberie,Fond Clarisse quartier Duprey 97290 Le Marin,97290,Le Marin,972,0696703876,0338149222,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,808866834,80886683400019,4322A,5 janvier 2015,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/56008655,2026-01-25
Bati-Rénov Caraïbe,Plombiers,96 rue Professeur Raymond Garcin 97200 Fort de France,97200,Fort de France,972,0696257605,0338149222,non,,Lundi: 07h00 - 18h00 | Mardi: 07h00 - 18h00 | Mercredi: 07h00 - 18h00 | Jeudi: 07h00 - 18h00 | Vendredi: 07h00 - 18h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,501317853,50131785300023,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/51364778,2026-01-25
Plomberie Beuzelin,Plombiers,Lynch 97231 Le Robert,97231,Le Robert,972,0696313753,0338149222,non,,Lundi: 08h00 - 17h00 | Mardi: 08h00 - 17h00 | Mercredi: 08h00 - 17h00 | Jeudi: 08h00 - 17h00 | Vendredi: 08h00 - 17h00 | Samedi: Fermé | Dimanche: Fermé,,installation de sanitaire | rénovation de salle de bain | plomberie de salle de bain | détection de fuite d'eau | rénovation de sanitaire | changement de chauffe-eau,chauffe-eau thermodynamique | ballon d'eau chaude,,,505007500,50500750000018,4322A,1 juillet 2008,,Siège,,,https://www.pagesjaunes.fr/pros/54148041,2026-01-25
Euro Plomberie,Plombiers,Cité Dillon 12 rue Prof Judes Turiaf 97200 Fort de France,97200,Fort de France,972,0696822346,0696272047,oui,,Lundi: 09h00 - 18h00 | Mardi: 09h00 - 18h00 | Mercredi: 09h00 - 18h00 | Jeudi: 09h00 - 18h00 | Vendredi: 09h00 - 18h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,503343733,50334373300013,4322A,1 avril 2008,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/51650112,2026-01-25
Blue Red Connect,Plombiers,quartier Morne Lavaleur 97270 Saint Esprit,97270,Saint Esprit,972,0696185583,0338149222,non,,,,,,,,881039176,88103917600014,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/60266542,2026-01-25
CARAIBES PLOMBERIE PLUS,Plombiers,imm Vulcano avenue Edgard Nestoret 97260 Le Morne Rouge,97260,Le Morne Rouge,972,0696233682,0338149222,non,,Lundi: 06h30 - 16h30 | Mardi: 06h30 - 16h30 | Mercredi: 06h30 - 16h30 | Jeudi: 06h30 - 16h30 | Vendredi: 06h30 - 16h30 | Samedi: Fermé | Dimanche: Fermé,,rénovation de sanitaire | installation de sanitaire | installateur de cabine de douche | plomberie de salle de bain,,,,523884526,52388452600022,4322A,,0 salarié,Siège,1,,https://www.pagesjaunes.fr/pros/53154892,2026-01-25
Charles Dordoyer,Plombiers,zone d'aménagement concerté Bac 97220 La Trinité,97220,La Trinité,972,0596585515,0596583264,non,,Lundi: 08h00 - 15h00 | Mardi: 08h00 - 13h00 | Mercredi: Fermé | Jeudi: 08h00 - 15h00 | Vendredi: 08h00 - 13h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,329677223,32967722300029,4322A,13 janvier 1984,1 à 2 salariés,Siège,3,,https://www.pagesjaunes.fr/pros/05870467,2026-01-25
NM Plomberie,Plombiers,quartier Beauregard 97240 Le François,97240,Le François,972,0696266389,0596490426,non,,Lundi: 08h00 - 18h00 | Mardi: 08h00 - 18h00 | Mercredi: 08h00 - 18h00 | Jeudi: 08h00 - 18h00 | Vendredi: 08h00 - 18h00 | Samedi: Fermé | Dimanche: Fermé,,détection de fuite d'eau | rénovation de sanitaire | rénovation de salle de bain | installation de sanitaire | installateur de cabine de douche | entretien de chauffe-eau à gaz | changement de chauffe-eau | réparation de chauffe-eau | entretien de chauffe-eau | plomberie de salle de bain,ballon d'eau chaude | chauffe-eau thermodynamique,,,512172958,51217295800013,4322A,,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/52403324,2026-01-25
Ludop Plomberie,Plombiers,lotissement Moulin A Vent 97231 Le Robert,97231,Le Robert,972,0696253132,0338149222,oui,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/53940472,2026-01-25
Marcel Chardonnet,Plombiers,8 impasse Jasmin 97200 Fort de France,97200,Fort de France,972,0596798498,0338149222,non,,,,,,,,312063258,31206325800023,4322A,,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/05860190,2026-01-25
Charles Dordoyer,Plombiers,zone d'aménagement concerté Bac 97220 La Trinité,97220,La Trinité,972,0596585515,0338149222,non,,Lundi: 08h00 - 15h00 | Mardi: 08h00 - 13h00 | Mercredi: Fermé | Jeudi: 08h00 - 15h00 | Vendredi: 08h00 - 13h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,329677223,32967722300029,4322A,13 janvier 1984,1 à 2 salariés,Siège,3,,https://www.pagesjaunes.fr/pros/05870467,2026-01-25
Blue Red Connect,Plombiers,quartier Morne Lavaleur 97270 Saint Esprit,97270,Saint Esprit,972,0696185583,0338149222,non,,,,,,,,881039176,88103917600014,4322A,,,Siège,,,https://www.pagesjaunes.fr/pros/60266542,2026-01-25
Plomberie Top,Plombiers,lotissement Pointe Savane Robert Vert Pré 97231 Le Robert,97231,Le Robert,972,0696374895,0338149222,oui,,,,,,,,750393852,75039385200017,4322A,1 janvier 2012,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/09297882,2026-01-25
TBP Plomberie,Plombiers,quartier Morne Blanc 97223 Le Diamant,97223,Le Diamant,972,0696401532,0338149222,non,,,,,,,,483312641,48331264100010,4391B,5 juillet 2005,,Siège,,,https://www.pagesjaunes.fr/pros/09695473,2026-01-25
West Indies Canalisations WICAN,Plombiers,6 zone d'aménagement concerté Côteaux 97228 Sainte Luce,97228,Sainte Luce,972,0596680175,0338149222,non,,,,entretien de canalisation | pose de canalisation,,,,821497815,82149781500034,4752A,7 juillet 2016,3 à 5 salariés,Etablissement secondaire,,,https://www.pagesjaunes.fr/pros/57181080,2026-01-25
JLK PLOMBERIE ET RENOVATION,Plombiers | Dépannage plomberie,Fond Clarisse quartier Duprey 97290 Le Marin,97290,Le Marin,972,0696703876,0338149222,non,,Lundi: 07h00 - 16h00 | Mardi: 07h00 - 16h00 | Mercredi: 07h00 - 16h00 | Jeudi: 07h00 - 16h00 | Vendredi: 07h00 - 16h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,808866834,80886683400019,4322A,5 janvier 2015,1 à 2 salariés,Siège,,,https://www.pagesjaunes.fr/pros/56008655,2026-01-25
A.C.L,Plombiers,Quartier Morne Poirier chemin Saffache 97212 Saint Joseph,97212,Saint Joseph,972,0696276524,0696016051,non,,,,,,,,,,,,,,5,,https://www.pagesjaunes.fr/pros/08395554,2026-01-25
CMP Cie Martiniquaise Plomberie,Plombiers,6 rue Léon Gontran Damas 97232 Le Lamentin,97232,Le Lamentin,972,0696964217,0596574300,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/55547481,2026-01-25
Alain Alerte,Plombiers,18 route Cluny 97200 Fort de France,97200,Fort de France,972,0596637961,0338149222,oui,,Lundi: 07h30 - 18h00 | Mardi: 07h30 - 18h00 | Mercredi: 07h30 - 18h00 | Jeudi: 07h30 - 18h00 | Vendredi: 07h30 - 18h00 | Samedi: Fermé | Dimanche: Fermé,,,,,,431596766,43159676600011,4322A,23 mai 2000,,Siège,,,https://www.pagesjaunes.fr/pros/09716044,2026-01-25
Les Plombiers Express' Eau,Plombiers,quartier St Aroman 97230 Sainte Marie,97230,Sainte Marie,972,0696305566,0696047612,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/09196682,2026-01-25
Top Plomberie,Plombiers,27 rue Hardy de St Omer 97232 Le Lamentin,97232,Le Lamentin,972,0696727829,0338149222,oui,,,,,,,,894464346,89446434600010,4322A,1 janvier 2021,,Siège,,,https://www.pagesjaunes.fr/pros/57214535,2026-01-25
SPSCB,Plombiers,Belle Etoile Nord espace Cartésia 97212 Saint Joseph,97212,Saint Joseph,972,0696977577,0338149222,oui,,,"SPSCB - Saint Joseph, CB, Chèque, Virement bancaire, Espèces",,,,,843462680,84346268000011,4322A,18 juillet 2018,,Siège,1,,https://www.pagesjaunes.fr/pros/59610840,2026-01-25
Sanelec,Plombiers,Ravine Plate 97280 Le Vauclin,97280,Le Vauclin,972,0596743163,0338149222,non,,,,,,,,502544356,50254435600020,9499Z,19 octobre 2007,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/07380422,2026-01-25
Laurent Lallement,Plombiers,11 lotissement Aloes 97223 Le Diamant,97223,Le Diamant,972,0696806076,0338149222,non,,,,,,,,,,,,,,,,https://www.pagesjaunes.fr/pros/52236237,2026-01-25
Psenr Laussu,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-25
M.E.T Plomberie,Plombiers,R Des Mangles quartier Wallon 97229 Les Trois Ilets,97229,Les Trois Ilets,972,0696265051,0696328080,non,,,,,,,,530454198,53045419800017,4322A,14 mars 2011,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/54556496,2026-01-25
Caraïbes Plombelec,Plombiers,quartier Pointe Hyacinthe Robert Vert Pré 97231 Le Robert,97231,Le Robert,972,0696703843,0338149222,non,,,,,,,,529113037,52911303700012,4322A,3 janvier 2011,,Siège,,,https://www.pagesjaunes.fr/pros/53239014,2026-01-25
Bati Elek,Plombiers,9 rue Bel Air 97229 Les Trois Ilets,97229,Les Trois Ilets,972,0696974776,0338149222,non,,Lundi: 08h00 - 15h00 | Mardi: 08h00 - 15h00 | Mercredi: 08h00 - 15h00 | Jeudi: 08h00 - 15h00 | Vendredi: 08h00 - 15h00 | Samedi: 08h00 - 15h00 | Dimanche: 08h00 - 15h00,,,,,,435215702,43521570200018,4391B,2 avril 2001,0 salarié,Siège,,,https://www.pagesjaunes.fr/pros/08716947,2026-01-25
